Transaction_ID,Timestamp,User_ID,Transaction_Type,Amount,Balance_After,Location,Recipient,Status
TX00207,01-01-25 15:07,721159839,Withdraw,164.69,2726.01,Thika,,Failed
TX03624,01-01-25 16:11,766638653,Deposit,76.36,926.48,Meru,,Success
TX09157,01-01-25 16:27,733269760,Deposit,341.69,5148.44,Nairobi,,Success
TX00539,01-01-25 16:31,783575672,Withdraw,835.59,4500.41,Kericho,,Failed
TX05618,01-01-25 17:46,781709374,Receive Money,242.18,5335.32,Mombasa,720151342,Success
TX09479,01-01-25 19:09,729594811,Reversal,463.52,670.37,Mombasa,,Reversed
TX06175,01-01-25 19:13,796851429,Deposit,1524.47,5011.33,Kericho,,Success
TX06615,01-01-25 20:12,764781523,Buy Goods,5412.95,9322.64,Eldoret,,Success
TX04399,01-01-25 20:44,764401552,Withdraw,3004.4,7135.95,Mombasa,,Success
TX07653,01-01-25 21:40,792705005,Withdraw,902.18,2587.27,Kakamega,,Success
TX06160,01-01-25 21:45,755833795,Deposit,4650.58,6516.03,Machakos,,Success
TX06136,01-01-25 21:57,775987977,Paybill,1088.37,2492.02,Machakos,,Success
TX07127,01-01-25 22:31,717199781,Buy Goods,883.54,2940.15,Kakamega,,Success
TX07047,01-01-25 23:26,752686430,Receive Money,288.69,2678.38,Eldoret,777193397,Success
TX03346,02-01-25 00:08,766114965,Paybill,4202.38,6039.3,Kisumu,,Success
TX04107,02-01-25 00:12,715216824,Send Money,1419.83,4888.21,Kakamega,760116037,Success
TX02581,02-01-25 00:28,766638653,Buy Goods,20.64,2714.14,Machakos,,Success
TX07562,02-01-25 00:39,783815289,Withdraw,18.33,1236.34,Meru,,Success
TX07481,02-01-25 01:29,761534382,Deposit,349.2,1285.95,Eldoret,,Success
TX00792,02-01-25 01:50,796517115,Deposit,63.97,33.7,Nakuru,,Success
TX06825,02-01-25 02:18,735959977,Send Money,12.13,2486.03,Machakos,783713986,Success
TX09168,02-01-25 02:47,791586987,Receive Money,155.44,580.71,Nakuru,733372981,Success
TX00896,02-01-25 03:28,761786031,Send Money,344.23,0,Thika,736576369,Success
TX06987,02-01-25 03:29,718802292,Send Money,3232.03,2812.01,Kisumu,793902484,Success
TX02098,02-01-25 04:27,736576369,Reversal,412.61,2923.25,Kisumu,,Reversed
TX09337,02-01-25 04:34,758536233,Buy Airtime,808.78,2732.02,Mombasa,,Success
TX05092,02-01-25 05:43,723597429,Buy Airtime,453.6,4720.76,Nakuru,,Success
TX03897,02-01-25 05:45,761826023,Deposit,822.55,4378.92,Nairobi,,Success
TX00039,02-01-25 06:17,713500381,Paybill,31.82,708.22,Machakos,,Success
TX08537,02-01-25 06:36,796226940,Withdraw,605.7,3889.71,Machakos,,Success
TX09183,02-01-25 06:37,751304952,Deposit,975,0,Eldoret,,Success
TX07299,02-01-25 06:44,745712073,Withdraw,1098.02,47.47,Nakuru,,Success
TX03921,02-01-25 06:48,761826023,Buy Airtime,949.51,2763.93,Kisumu,,Success
TX07761,02-01-25 06:52,774144324,Deposit,1813.59,6353.61,Kisumu,,Success
TX04180,02-01-25 07:32,798451749,Withdraw,2880.44,7476.85,Mombasa,,Success
TX03451,02-01-25 07:49,793902484,Send Money,426.7,3119.28,Kisumu,777662883,Success
TX07485,02-01-25 09:09,779218901,Withdraw,2143.75,6333.58,Nairobi,,Success
TX00298,02-01-25 09:30,767365582,Deposit,2113.12,5009.84,Nakuru,,Success
TX07490,02-01-25 09:31,754557933,Receive Money,29.78,2131.05,Kisumu,744923456,Success
TX08101,02-01-25 09:38,783575672,Send Money,133.01,2563.72,Nakuru,735959977,Success
TX06930,02-01-25 10:09,726170270,Buy Airtime,82.96,2093.6,Nairobi,,Success
TX05974,02-01-25 10:14,719565249,Receive Money,1463.42,3472.59,Thika,729594811,Success
TX09844,02-01-25 10:37,759433411,Deposit,1027.41,4327.51,Machakos,,Success
TX02165,02-01-25 11:49,740880140,Receive Money,1322.63,1836.14,Kakamega,775987977,Success
TX02176,02-01-25 12:01,760881920,Reversal,1684.67,134.68,Thika,,Reversed
TX00499,02-01-25 12:27,793770718,Send Money,898.52,3544.34,Kericho,733188532,Success
TX05068,02-01-25 13:08,787699975,Buy Airtime,280.99,2448.82,Eldoret,,Success
TX04754,02-01-25 13:34,775825094,Paybill,340.94,1832.2,Kisumu,,Success
TX01676,02-01-25 13:44,738280668,Paybill,257.73,1934.89,Meru,,Success
TX09752,02-01-25 13:50,721159839,Deposit,246.77,3404.03,Thika,,Success
TX03091,02-01-25 14:06,746718200,Send Money,904.52,1497.15,Kericho,713715102,Success
TX08170,02-01-25 14:14,733141847,Reversal,326.18,4889.98,Mombasa,,Reversed
TX08086,02-01-25 14:45,723597429,Send Money,1269.99,4748.61,Eldoret,778656710,Success
TX08790,02-01-25 14:50,710666769,Buy Goods,625.92,2379.81,Thika,,Success
TX07810,02-01-25 15:14,778209481,Paybill,500.63,667.21,Eldoret,,Success
TX05947,02-01-25 15:26,735959977,Send Money,51.37,2888.25,Thika,755445857,Success
TX04789,02-01-25 15:29,734353427,Receive Money,2010.16,4482.92,Machakos,733372981,Success
TX06881,02-01-25 17:01,780182435,Withdraw,1455.93,3998.69,Kakamega,,Success
TX05939,02-01-25 17:28,739798376,Receive Money,998.61,4605.34,Kericho,746625179,Success
TX08265,02-01-25 17:36,727331267,Paybill,38.94,1411.23,Nairobi,,Success
TX08093,02-01-25 18:33,787516443,Receive Money,276.24,3455.65,Kericho,775953302,Success
TX03906,02-01-25 18:36,749666344,Send Money,117.91,3220.87,Kakamega,746453778,Success
TX03394,02-01-25 19:11,787418378,Receive Money,935.32,2582.83,Machakos,746230962,Success
TX04753,02-01-25 19:16,760287347,Send Money,1734.97,3748.89,Kakamega,740880140,Success
TX06265,02-01-25 19:21,794410520,Send Money,1546.38,4448.96,Kisumu,767365582,Success
TX00471,02-01-25 19:24,710888751,Send Money,274.24,923.86,Thika,757787576,Failed
TX01637,02-01-25 19:47,713247851,Send Money,1334.29,3420.15,Nakuru,790401397,Success
TX03982,02-01-25 20:02,741341760,Receive Money,845.36,2929.64,Eldoret,732633071,Failed
TX04488,02-01-25 20:39,778209481,Receive Money,689.32,2700.21,Eldoret,771386978,Success
TX05102,02-01-25 20:42,765138590,Withdraw,2203.5,3428.6,Eldoret,,Success
TX00552,02-01-25 21:03,787132285,Reversal,65.32,609.61,Thika,,Reversed
TX06358,02-01-25 21:04,799697123,Paybill,318.45,3397.13,Mombasa,,Success
TX07708,02-01-25 21:18,744408854,Receive Money,30.44,1781.51,Mombasa,716759346,Success
TX07867,02-01-25 21:24,762354331,Paybill,109.42,1291.38,Eldoret,,Success
TX01112,02-01-25 23:18,740966298,Reversal,576.01,1579.27,Nakuru,,Reversed
TX04306,03-01-25 01:09,720151342,Withdraw,243.47,2413.56,Eldoret,,Success
TX08075,03-01-25 01:11,760881920,Reversal,813.73,1344.57,Kakamega,,Reversed
TX07213,03-01-25 01:21,763430230,Receive Money,746.61,4455.04,Nairobi,763430230,Success
TX07595,03-01-25 01:54,799803284,Paybill,301.59,5557.86,Nakuru,,Failed
TX09903,03-01-25 02:15,787699975,Reversal,277.94,310.26,Nairobi,,Reversed
TX07040,03-01-25 03:57,757565867,Buy Goods,1019.23,4308.07,Nakuru,,Success
TX09323,03-01-25 04:38,772565535,Buy Goods,92.56,371.04,Kakamega,,Success
TX04955,03-01-25 04:53,735959977,Paybill,935.59,3236.19,Eldoret,,Success
TX05519,03-01-25 05:06,712157707,Send Money,1447.47,2283.03,Nakuru,787995948,Success
TX08622,03-01-25 05:17,711629330,Deposit,298.4,3644.64,Kisumu,,Success
TX03463,03-01-25 05:17,766114965,Deposit,189.74,998.96,Kakamega,,Success
TX00190,03-01-25 05:30,750989182,Paybill,484.06,1786.9,Kericho,,Success
TX09807,03-01-25 06:04,798597559,Receive Money,3425,4838.27,Thika,771786139,Success
TX06472,03-01-25 06:16,731671735,Buy Goods,813.86,3484.57,Kericho,,Success
TX07811,03-01-25 07:05,793902484,Paybill,85.87,2781.49,Eldoret,,Success
TX03925,03-01-25 07:13,739473265,Receive Money,793.61,1806.37,Machakos,762354331,Success
TX05233,03-01-25 07:43,737750313,Reversal,1684.67,6759.58,Eldoret,,Reversed
TX04864,03-01-25 08:14,724196954,Deposit,380.89,516.32,Kericho,,Success
TX09161,03-01-25 08:53,750178406,Send Money,81.04,0,Kericho,721853967,Success
TX01202,03-01-25 09:09,763572634,Reversal,808.16,4355,Meru,,Reversed
TX05015,03-01-25 09:15,739473265,Receive Money,613.33,4187.04,Meru,737127879,Success
TX04135,03-01-25 09:30,758983210,Buy Goods,424.54,1830.17,Kisumu,,Success
TX06435,03-01-25 09:36,774144324,Buy Airtime,93.47,1661.92,Nakuru,,Success
TX05751,03-01-25 09:37,741596202,Buy Goods,611.6,0,Eldoret,,Success
TX08208,03-01-25 10:47,780694564,Buy Goods,62.66,1791.22,Kakamega,,Success
TX01046,03-01-25 10:57,727369391,Withdraw,3268.66,4158.69,Kisumu,,Success
TX04951,03-01-25 11:01,757357770,Deposit,126.16,835.03,Eldoret,,Failed
TX06313,03-01-25 11:24,725399107,Send Money,746.27,1124.22,Meru,784924850,Success
TX06716,03-01-25 11:30,755936925,Buy Goods,2239.46,4102.47,Mombasa,,Success
TX06777,03-01-25 12:25,729778451,Reversal,930.18,3448.83,Thika,,Reversed
TX08421,03-01-25 12:59,717791782,Buy Goods,617.24,2600.94,Kakamega,,Success
TX01437,03-01-25 15:43,788445459,Paybill,1965.31,201.43,Meru,,Success
TX08744,03-01-25 16:00,716709107,Buy Goods,362.28,0,Nakuru,,Success
TX04884,03-01-25 16:16,715452132,Withdraw,1276.35,2319.8,Nakuru,,Success
TX01771,03-01-25 16:51,781613169,Receive Money,554,2296.36,Nairobi,723597429,Success
TX06166,03-01-25 17:36,725399107,Buy Airtime,1050.09,4782.21,Kisumu,,Success
TX03423,03-01-25 17:38,782800550,Paybill,366.65,2516.63,Meru,,Success
TX01185,03-01-25 17:56,782654041,Buy Airtime,128.32,2980.8,Kisumu,,Success
TX09957,03-01-25 18:11,775825094,Withdraw,3631.15,3848.06,Eldoret,,Failed
TX08174,03-01-25 20:37,794983642,Paybill,1548.64,2403.29,Meru,,Success
TX00375,03-01-25 20:46,713545288,Receive Money,1005.87,4100.41,Machakos,710525512,Success
TX01910,03-01-25 21:15,720990980,Buy Airtime,1522.67,6041.75,Mombasa,,Success
TX08984,03-01-25 21:58,758235963,Send Money,525.34,1056.21,Mombasa,748487582,Success
TX08256,03-01-25 22:13,796162207,Reversal,1985.01,5154.56,Meru,,Reversed
TX09520,03-01-25 23:06,716975194,Buy Goods,582.62,4875.65,Mombasa,,Success
TX03792,03-01-25 23:27,754985093,Deposit,996.81,2482.47,Nairobi,,Success
TX01545,03-01-25 23:31,731671735,Send Money,532.16,1526.73,Eldoret,724916300,Success
TX07630,03-01-25 23:36,745833164,Reversal,452.83,2480.46,Meru,,Reversed
TX03655,04-01-25 00:54,755833795,Receive Money,2328.37,6278.5,Nairobi,730433223,Success
TX04022,04-01-25 00:58,739396516,Withdraw,1490.06,3495.77,Mombasa,,Success
TX09810,04-01-25 01:12,775154339,Send Money,107.86,1527,Nakuru,777141521,Success
TX03920,04-01-25 01:18,759433411,Deposit,101.25,3352.81,Mombasa,,Success
TX01917,04-01-25 01:32,791586987,Receive Money,2286.87,4750.6,Thika,744923456,Success
TX03843,04-01-25 03:35,787699975,Paybill,1713.24,2495.89,Meru,,Success
TX02652,04-01-25 03:41,747674713,Send Money,310.66,1156.97,Mombasa,752686430,Success
TX04701,04-01-25 03:52,744742493,Send Money,106.46,1962.8,Kericho,772343879,Success
TX08532,04-01-25 03:58,744742493,Reversal,494.73,1078.68,Kakamega,,Reversed
TX02614,04-01-25 04:35,799942838,Deposit,71.62,3103.28,Kisumu,,Success
TX07403,04-01-25 05:11,733141847,Deposit,1367.55,2937.33,Mombasa,,Failed
TX03175,04-01-25 05:32,719720384,Paybill,657.4,2997.14,Mombasa,,Success
TX04881,04-01-25 05:46,740111949,Deposit,402.55,1977.57,Kisumu,,Success
TX03926,04-01-25 05:56,767880177,Send Money,1413.74,2854.77,Kericho,764133054,Success
TX06982,04-01-25 06:43,727817441,Withdraw,596.74,3782.57,Eldoret,,Success
TX03932,04-01-25 07:53,749697095,Withdraw,299.31,5070.54,Machakos,,Success
TX01130,04-01-25 08:21,779769570,Send Money,1606.26,2319.52,Nakuru,723243366,Success
TX06513,04-01-25 10:48,751304952,Buy Airtime,1130.83,3967.72,Machakos,,Success
TX06173,04-01-25 11:29,767749480,Paybill,560.4,1727.27,Kericho,,Success
TX02429,04-01-25 12:57,777662883,Buy Goods,1143.1,2877.29,Nairobi,,Success
TX08838,04-01-25 13:37,796902164,Send Money,609.52,4493.85,Machakos,771219008,Failed
TX08771,04-01-25 13:41,745712073,Reversal,294.01,0,Kakamega,,Reversed
TX07360,04-01-25 14:46,783575672,Reversal,1786.91,3020.74,Kisumu,,Failed
TX07173,04-01-25 14:49,775223956,Reversal,999.83,357.61,Eldoret,,Reversed
TX09386,04-01-25 15:14,715566077,Deposit,324.83,4201.18,Nairobi,,Success
TX08360,04-01-25 15:14,757352238,Send Money,261.46,5345.71,Kisumu,727340053,Success
TX02198,04-01-25 15:20,715555566,Paybill,844.19,5842.16,Nairobi,,Success
TX03220,04-01-25 16:15,717827043,Buy Airtime,45.08,3052.28,Machakos,,Success
TX02584,04-01-25 16:33,742697590,Withdraw,618.83,873.83,Nairobi,,Success
TX08802,04-01-25 16:54,733168111,Buy Airtime,5546.23,6857.52,Eldoret,,Success
TX06217,04-01-25 17:07,757913044,Reversal,4066.71,5970.47,Nairobi,,Reversed
TX00966,04-01-25 18:19,779130309,Withdraw,2183.18,3779.89,Kakamega,,Failed
TX08157,04-01-25 18:23,731172502,Send Money,1550.37,4256.55,Nakuru,718602674,Success
TX00239,04-01-25 18:46,774556533,Receive Money,178.41,182.93,Kisumu,733863210,Success
TX05321,04-01-25 19:00,720917555,Buy Goods,459.81,0,Mombasa,,Success
TX00889,04-01-25 19:01,754652684,Withdraw,550.84,1625.09,Nairobi,,Success
TX06248,04-01-25 20:00,715579461,Withdraw,197.84,2594.73,Meru,,Failed
TX07910,04-01-25 20:26,787425839,Send Money,97.81,0,Meru,710357912,Success
TX05410,04-01-25 20:52,787699975,Send Money,80.95,0,Mombasa,741461078,Success
TX05934,04-01-25 21:27,759433411,Send Money,878.06,2542.66,Mombasa,760661044,Success
TX05562,04-01-25 21:34,783861747,Buy Airtime,1081.09,1867.84,Meru,,Success
TX05812,04-01-25 22:17,796851429,Deposit,741.78,2017.29,Nakuru,,Success
TX02642,04-01-25 22:45,796186334,Deposit,206.8,2278.36,Nakuru,,Success
TX00982,04-01-25 22:58,725174098,Deposit,844.83,1490.18,Machakos,,Success
TX01347,05-01-25 00:40,732633071,Receive Money,2245.94,4611.53,Eldoret,745712073,Success
TX02214,05-01-25 01:11,720297066,Receive Money,1166.86,2955.75,Eldoret,755907947,Success
TX00292,05-01-25 02:01,787441308,Buy Goods,1230.1,5815.86,Eldoret,,Success
TX08309,05-01-25 03:30,713545288,Withdraw,2755.71,6518.94,Nakuru,,Success
TX01871,05-01-25 03:31,750216698,Reversal,895.63,2875.48,Machakos,,Reversed
TX08827,05-01-25 04:08,760661044,Deposit,392.24,1830.81,Thika,,Success
TX08543,05-01-25 05:08,733372981,Buy Goods,1357.75,3507.43,Nairobi,,Success
TX03567,05-01-25 05:27,770338294,Paybill,133.38,2057.56,Kisumu,,Success
TX05253,05-01-25 05:35,759195399,Buy Goods,1756.22,3595.45,Meru,,Failed
TX05429,05-01-25 06:07,758940930,Reversal,830.88,3603.17,Kisumu,,Reversed
TX06224,05-01-25 06:07,757279269,Buy Airtime,281.91,916.78,Mombasa,,Success
TX01671,05-01-25 06:14,767365582,Paybill,1602.12,3092.23,Machakos,,Success
TX08161,05-01-25 07:08,794410520,Paybill,35.99,775,Kakamega,,Success
TX07336,05-01-25 08:36,722537217,Buy Goods,2553.71,7265.29,Kisumu,,Success
TX09497,05-01-25 08:45,728451659,Receive Money,80.89,1012.49,Nairobi,716759346,Success
TX04362,05-01-25 09:15,723257359,Send Money,70.68,1285.18,Kakamega,743796053,Success
TX03626,05-01-25 09:57,753505042,Reversal,70.62,2214.04,Nakuru,,Reversed
TX08752,05-01-25 10:00,719357036,Reversal,661.63,4272.88,Kakamega,,Reversed
TX07982,05-01-25 11:39,760552948,Send Money,2530.8,6769.42,Nairobi,757787576,Success
TX03070,05-01-25 12:00,760642451,Withdraw,662.81,3553.2,Kericho,,Success
TX00635,05-01-25 14:17,711742776,Send Money,752.16,4976.31,Eldoret,747686076,Success
TX06957,05-01-25 14:41,774961105,Reversal,128.01,768.1,Kakamega,,Reversed
TX05094,05-01-25 15:25,754557933,Deposit,394.48,1106,Mombasa,,Success
TX09304,05-01-25 15:47,760991975,Buy Airtime,293.44,2309.81,Nairobi,,Success
TX08709,05-01-25 16:48,745583904,Receive Money,1427.57,4527.22,Nakuru,740226527,Success
TX00769,05-01-25 17:49,741527389,Send Money,2016.28,3163.21,Thika,773778848,Success
TX04329,05-01-25 18:28,727790443,Withdraw,1697.63,3252.83,Eldoret,,Success
TX06906,05-01-25 19:08,777662883,Paybill,2455.22,3725.65,Nakuru,,Success
TX00600,05-01-25 19:30,721177690,Receive Money,55.33,508.3,Eldoret,720151342,Success
TX09087,05-01-25 20:05,790129279,Send Money,2857.79,6663.12,Kisumu,723748980,Success
TX09446,05-01-25 20:12,751247157,Buy Airtime,773.11,3653.29,Kisumu,,Success
TX00003,05-01-25 20:33,775867559,Reversal,3199.47,4270.78,Nakuru,,Reversed
TX01790,05-01-25 20:37,779364847,Deposit,276.6,2754.71,Meru,,Success
TX06719,05-01-25 21:46,777723160,Buy Goods,18.6,5.26,Nairobi,,Success
TX06020,05-01-25 22:37,771342441,Buy Airtime,1042.66,843.68,Kisumu,,Success
TX01009,05-01-25 23:40,767471615,Buy Airtime,1052.77,2.52,Kisumu,,Success
TX05629,05-01-25 23:56,798961787,Buy Goods,616.23,3919.93,Kakamega,,Success
TX01908,06-01-25 00:08,743224959,Paybill,426.31,2451.44,Meru,,Success
TX01339,06-01-25 00:32,732663583,Send Money,83.06,556.39,Nairobi,746531384,Success
TX02823,06-01-25 00:45,712647198,Reversal,1913.46,3616.63,Eldoret,,Reversed
TX05338,06-01-25 01:27,795533347,Buy Airtime,559.19,4102.89,Kakamega,,Success
TX08958,06-01-25 01:33,764750916,Send Money,1218.21,4007.47,Kakamega,733228266,Success
TX08945,06-01-25 02:05,775825094,Send Money,5070.2,7680.76,Kisumu,746230962,Success
TX02083,06-01-25 02:21,791586987,Buy Goods,2358.57,2819.74,Nakuru,,Success
TX04124,06-01-25 02:23,740880140,Withdraw,679.66,2291.12,Meru,,Success
TX02885,06-01-25 02:29,749782845,Receive Money,1069.82,2576.04,Nakuru,721880234,Success
TX08002,06-01-25 02:52,736271997,Buy Airtime,1550.44,1009.17,Machakos,,Success
TX00025,06-01-25 03:39,762785503,Reversal,69.72,2219.25,Kakamega,,Reversed
TX03189,06-01-25 04:11,764781523,Receive Money,367.95,2043.77,Machakos,739558719,Success
TX02547,06-01-25 04:17,771219008,Reversal,467.76,849.3,Mombasa,,Failed
TX04834,06-01-25 05:00,768749339,Reversal,2350.33,6761.56,Nakuru,,Reversed
TX04232,06-01-25 05:26,716975194,Paybill,1372.99,3145.4,Mombasa,,Success
TX00933,06-01-25 05:40,792106810,Buy Goods,2572.66,2267.31,Nakuru,,Success
TX00939,06-01-25 06:18,742668859,Buy Goods,123.51,2807.87,Mombasa,,Success
TX09940,06-01-25 07:13,732179511,Send Money,830.91,102.45,Machakos,710357912,Success
TX07690,06-01-25 07:27,713247851,Send Money,82.7,2209.61,Machakos,745740247,Success
TX05916,06-01-25 07:55,773189793,Send Money,1570.69,2199.44,Mombasa,733201903,Success
TX00653,06-01-25 08:37,750396962,Withdraw,723.45,2564.56,Machakos,,Success
TX02558,06-01-25 11:21,796543228,Buy Airtime,196.9,1947.09,Mombasa,,Success
TX05387,06-01-25 11:27,768749339,Send Money,199.6,1930.63,Thika,735451815,Success
TX02980,06-01-25 12:13,781498270,Deposit,2419.65,2220.61,Nakuru,,Success
TX08028,06-01-25 13:09,767365582,Send Money,1148.26,1165.62,Machakos,747674713,Success
TX01094,06-01-25 13:45,794983642,Receive Money,1396.65,3816.84,Machakos,777193397,Success
TX06415,06-01-25 14:17,773899465,Withdraw,1967.39,5361.42,Thika,,Success
TX01428,06-01-25 14:32,785394238,Buy Goods,833.74,2230.26,Thika,,Success
TX01600,06-01-25 14:54,778453384,Buy Airtime,3223.2,4467.56,Machakos,,Success
TX05868,06-01-25 14:54,730480323,Paybill,478.83,2091.3,Nairobi,,Success
TX02089,06-01-25 14:55,798961787,Receive Money,645.02,1021.76,Nairobi,717349825,Success
TX09547,06-01-25 15:06,751901050,Send Money,386.8,4441.06,Kakamega,727340053,Failed
TX00918,06-01-25 15:15,759195399,Withdraw,163.9,0,Meru,,Failed
TX09346,06-01-25 15:41,729443293,Reversal,1017.14,1700.21,Thika,,Reversed
TX04390,06-01-25 16:02,713492032,Paybill,262.3,6562.03,Thika,,Success
TX05342,06-01-25 16:33,747314050,Withdraw,430.85,922.88,Kericho,,Success
TX04977,06-01-25 16:48,746531384,Reversal,222.05,3214.93,Machakos,,Reversed
TX08856,06-01-25 17:19,758652820,Send Money,290.49,5687.57,Kisumu,774707497,Success
TX05279,06-01-25 17:23,793902484,Reversal,2271.93,4507.03,Kakamega,,Reversed
TX08925,06-01-25 17:24,774961105,Reversal,904.9,1594.45,Kakamega,,Reversed
TX04069,06-01-25 18:03,729650082,Deposit,3399.16,7462.46,Machakos,,Success
TX00019,06-01-25 18:51,757357770,Reversal,327,1129.54,Nakuru,,Reversed
TX09622,06-01-25 21:02,797479146,Withdraw,1038.37,3691.93,Meru,,Success
TX02994,06-01-25 21:08,740880140,Deposit,1009.77,5825.05,Kisumu,,Success
TX05894,06-01-25 22:26,733902707,Buy Goods,468.8,3105.77,Mombasa,,Success
TX02109,06-01-25 22:52,736624407,Paybill,328.19,3659.27,Kericho,,Success
TX07016,06-01-25 23:37,775953302,Buy Goods,1034.45,501.57,Kisumu,,Success
TX04509,06-01-25 23:49,715452132,Paybill,1122.19,1787.28,Kisumu,,Success
TX05583,07-01-25 00:26,757352238,Withdraw,505.75,5097.36,Kakamega,,Success
TX00978,07-01-25 00:36,738181969,Paybill,175.97,1686.56,Eldoret,,Success
TX05218,07-01-25 00:51,786960334,Send Money,1360.24,1790.42,Machakos,719938964,Success
TX02786,07-01-25 01:07,779769570,Withdraw,1642.27,3705.92,Kisumu,,Success
TX01949,07-01-25 01:10,741402053,Reversal,3142.28,3453.61,Nairobi,,Reversed
TX09400,07-01-25 01:16,744408854,Withdraw,1623.18,5026.41,Meru,,Success
TX09774,07-01-25 01:19,744923456,Send Money,81.84,2258.12,Kericho,744742493,Success
TX07177,07-01-25 01:22,791961461,Withdraw,1673.94,3619.05,Nairobi,,Success
TX08397,07-01-25 01:44,794688815,Deposit,1537.9,5234.61,Eldoret,,Success
TX00306,07-01-25 02:23,784283004,Paybill,1466.77,5951.17,Kakamega,,Success
TX03215,07-01-25 03:07,724499956,Receive Money,2187.98,2635.26,Mombasa,716759346,Success
TX09421,07-01-25 03:23,795533347,Deposit,246.82,2293.12,Machakos,,Success
TX03973,07-01-25 03:39,796226940,Withdraw,76.79,0,Eldoret,,Success
TX03586,07-01-25 03:53,774961105,Buy Goods,678.06,0,Meru,,Success
TX08187,07-01-25 03:54,741402053,Deposit,2203.68,5601.75,Nakuru,,Success
TX00018,07-01-25 04:07,728451659,Deposit,886.35,3988.93,Mombasa,,Success
TX08403,07-01-25 04:16,761534382,Paybill,2155.85,3885.19,Mombasa,,Success
TX00130,07-01-25 05:35,764401552,Withdraw,1180.36,2653.17,Nairobi,,Success
TX03647,07-01-25 06:08,765138590,Receive Money,800.43,4276.5,Machakos,755936925,Success
TX08981,07-01-25 06:12,782351150,Buy Airtime,868.15,3992.88,Nairobi,,Success
TX04555,07-01-25 06:12,758735839,Withdraw,1003.81,1842.19,Thika,,Success
TX06742,07-01-25 06:33,766987048,Deposit,594.54,2401.7,Nairobi,,Success
TX05488,07-01-25 06:54,717472261,Withdraw,134.46,3839.4,Kakamega,,Success
TX02803,07-01-25 06:55,761315272,Send Money,599.49,3315.86,Thika,720285341,Success
TX09203,07-01-25 07:08,768749339,Reversal,1263.62,3159.77,Nairobi,,Reversed
TX07795,07-01-25 07:45,713901676,Paybill,177.45,1669.25,Kakamega,,Success
TX01277,07-01-25 08:06,763572634,Deposit,1971.23,4324.77,Thika,,Success
TX04514,07-01-25 08:22,742668859,Buy Airtime,253.7,1825.01,Nairobi,,Success
TX01841,07-01-25 08:28,758164355,Withdraw,59.38,794.82,Meru,,Success
TX04018,07-01-25 09:20,725759816,Paybill,2699.45,4826.27,Nakuru,,Success
TX05877,07-01-25 10:07,785888524,Withdraw,1906.88,1308.29,Thika,,Success
