Transaction_ID,Timestamp,User_ID,Transaction_Type,Amount,Balance_After,Location,Recipient,Status
TX06175,2025-01-01 19:13:06,0796851429,Deposit,1524.47,5011.33,Kericho,,Success
TX06615,2025-01-01 20:12:53,0764781523,Buy Goods,5412.95,9322.64,Eldoret,,Success
TX04399,2025-01-01 20:44:19,0764401552,Withdraw,3004.4,7135.95,Mombasa,,Success
TX07653,2025-01-01 21:40:38,0792705005,Withdraw,902.18,2587.27,Kakamega,,Success
TX06160,2025-01-01 21:45:35,0755833795,Deposit,4650.58,6516.03,Machakos,,Success
TX06136,2025-01-01 21:57:59,0775987977,Paybill,1088.37,2492.02,Machakos,,Success
TX07127,2025-01-01 22:31:05,0717199781,Buy Goods,883.54,2940.15,Kakamega,,Success
TX07047,2025-01-01 23:26:26,0752686430,Receive Money,288.69,2678.38,Eldoret,0777193397,Success
TX03346,2025-01-02 00:08:50,0766114965,Paybill,4202.38,6039.3,Kisumu,,Success
TX04107,2025-01-02 00:12:41,0715216824,Send Money,1419.83,4888.21,Kakamega,0760116037,Success
TX02581,2025-01-02 00:28:20,0766638653,Buy Goods,20.64,2714.14,Machakos,,Success
TX07562,2025-01-02 00:39:22,0783815289,Withdraw,18.33,1236.34,Meru,,Success
TX07481,2025-01-02 01:29:22,0761534382,Deposit,349.2,1285.95,Eldoret,,Success
TX00792,2025-01-02 01:50:26,0796517115,Deposit,63.97,33.7,Nakuru,,Success
TX06825,2025-01-02 02:18:29,0735959977,Send Money,12.13,2486.03,Machakos,0783713986,Success
TX09168,2025-01-02 02:47:58,0791586987,Receive Money,155.44,580.71,Nakuru,0733372981,Success
TX00896,2025-01-02 03:28:39,0761786031,Send Money,344.23,0.0,Thika,0736576369,Success
TX06987,2025-01-02 03:29:27,0718802292,Send Money,3232.03,2812.01,Kisumu,0793902484,Success
TX02098,2025-01-02 04:27:18,0736576369,Reversal,412.61,2923.25,Kisumu,,Reversed
TX09337,2025-01-02 04:34:25,0758536233,Buy Airtime,808.78,2732.02,Mombasa,,Success
TX05092,2025-01-02 05:43:23,0723597429,Buy Airtime,453.6,4720.76,Nakuru,,Success
TX03897,2025-01-02 05:45:02,0761826023,Deposit,822.55,4378.92,Nairobi,,Success
TX00039,2025-01-02 06:17:11,0713500381,Paybill,31.82,708.22,Machakos,,Success
TX08537,2025-01-02 06:36:46,0796226940,Withdraw,605.7,3889.71,Machakos,,Success
TX09183,2025-01-02 06:37:57,0751304952,Deposit,975.0,0.0,Eldoret,,Success
TX07299,2025-01-02 06:44:50,0745712073,Withdraw,1098.02,47.47,Nakuru,,Success
TX03921,2025-01-02 06:48:56,0761826023,Buy Airtime,949.51,2763.93,Kisumu,,Success
TX07761,2025-01-02 06:52:06,0774144324,Deposit,1813.59,6353.61,Kisumu,,Success
TX04180,2025-01-02 07:32:17,0798451749,Withdraw,2880.44,7476.85,Mombasa,,Success
TX03451,2025-01-02 07:49:50,0793902484,Send Money,426.7,3119.28,Kisumu,0777662883,Success
TX07485,2025-01-02 09:09:14,0779218901,Withdraw,2143.75,6333.58,Nairobi,,Success
TX00298,2025-01-02 09:30:42,0767365582,Deposit,2113.12,5009.84,Nakuru,,Success
TX07490,2025-01-02 09:31:36,0754557933,Receive Money,29.78,2131.05,Kisumu,0744923456,Success
TX08101,2025-01-02 09:38:17,0783575672,Send Money,133.01,2563.72,Nakuru,0735959977,Success
TX06930,2025-01-02 10:09:46,0726170270,Buy Airtime,82.96,2093.6,Nairobi,,Success
TX05974,2025-01-02 10:14:31,0719565249,Receive Money,1463.42,3472.59,Thika,0729594811,Success
TX09844,2025-01-02 10:37:34,0759433411,Deposit,1027.41,4327.51,Machakos,,Success
TX02165,2025-01-02 11:49:27,0740880140,Receive Money,1322.63,1836.14,Kakamega,0775987977,Success
TX02176,2025-01-02 12:01:26,0760881920,Reversal,1684.67,134.68,Thika,,Reversed
TX00499,2025-01-02 12:27:29,0793770718,Send Money,898.52,3544.34,Kericho,0733188532,Success
TX05068,2025-01-02 13:08:20,0787699975,Buy Airtime,280.99,2448.82,Eldoret,,Success
TX04754,2025-01-02 13:34:27,0775825094,Paybill,340.94,1832.2,Kisumu,,Success
TX01676,2025-01-02 13:44:21,0738280668,Paybill,257.73,1934.89,Meru,,Success
TX09752,2025-01-02 13:50:18,0721159839,Deposit,246.77,3404.03,Thika,,Success
TX03091,2025-01-02 14:06:34,0746718200,Send Money,904.52,1497.15,Kericho,0713715102,Success
TX08170,2025-01-02 14:14:01,0733141847,Reversal,326.18,4889.98,Mombasa,,Reversed
TX08086,2025-01-02 14:45:37,0723597429,Send Money,1269.99,4748.61,Eldoret,0778656710,Success
TX08790,2025-01-02 14:50:24,0710666769,Buy Goods,625.92,2379.81,Thika,,Success
TX07810,2025-01-02 15:14:00,0778209481,Paybill,500.63,667.21,Eldoret,,Success
TX05947,2025-01-02 15:26:37,0735959977,Send Money,51.37,2888.25,Thika,0755445857,Success
TX04789,2025-01-02 15:29:42,0734353427,Receive Money,2010.16,4482.92,Machakos,0733372981,Success
TX06881,2025-01-02 17:01:41,0780182435,Withdraw,1455.93,3998.69,Kakamega,,Success
TX05939,2025-01-02 17:28:03,0739798376,Receive Money,998.61,4605.34,Kericho,0746625179,Success
TX08265,2025-01-02 17:36:58,0727331267,Paybill,38.94,1411.23,Nairobi,,Success
TX08093,2025-01-02 18:33:39,0787516443,Receive Money,276.24,3455.65,Kericho,0775953302,Success
TX03906,2025-01-02 18:36:08,0749666344,Send Money,117.91,3220.87,Kakamega,0746453778,Success
TX03394,2025-01-02 19:11:17,0787418378,Receive Money,935.32,2582.83,Machakos,0746230962,Success
TX04753,2025-01-02 19:16:49,0760287347,Send Money,1734.97,3748.89,Kakamega,0740880140,Success
TX06265,2025-01-02 19:21:44,0794410520,Send Money,1546.38,4448.96,Kisumu,0767365582,Success
TX00471,2025-01-02 19:24:47,0710888751,Send Money,274.24,923.86,Thika,0757787576,Failed
TX01637,2025-01-02 19:47:42,0713247851,Send Money,1334.29,3420.15,Nakuru,0790401397,Success
TX03982,2025-01-02 20:02:27,0741341760,Receive Money,845.36,2929.64,Eldoret,0732633071,Failed
TX04488,2025-01-02 20:39:43,0778209481,Receive Money,689.32,2700.21,Eldoret,0771386978,Success
TX05102,2025-01-02 20:42:54,0765138590,Withdraw,2203.5,3428.6,Eldoret,,Success
TX00552,2025-01-02 21:03:50,0787132285,Reversal,65.32,609.61,Thika,,Reversed
TX06358,2025-01-02 21:04:34,0799697123,Paybill,318.45,3397.13,Mombasa,,Success
TX07708,2025-01-02 21:18:48,0744408854,Receive Money,30.44,1781.51,Mombasa,0716759346,Success
TX07867,2025-01-02 21:24:08,0762354331,Paybill,109.42,1291.38,Eldoret,,Success
TX01112,2025-01-02 23:18:27,0740966298,Reversal,576.01,1579.27,Nakuru,,Reversed
TX04306,2025-01-03 01:09:22,0720151342,Withdraw,243.47,2413.56,Eldoret,,Success
TX08075,2025-01-03 01:11:37,0760881920,Reversal,813.73,1344.57,Kakamega,,Reversed
TX07213,2025-01-03 01:21:38,0763430230,Receive Money,746.61,4455.04,Nairobi,0763430230,Success
TX07595,2025-01-03 01:54:50,0799803284,Paybill,301.59,5557.86,Nakuru,,Failed
TX09903,2025-01-03 02:15:15,0787699975,Reversal,277.94,310.26,Nairobi,,Reversed
TX07040,2025-01-03 03:57:49,0757565867,Buy Goods,1019.23,4308.07,Nakuru,,Success
TX09323,2025-01-03 04:38:56,0772565535,Buy Goods,92.56,371.04,Kakamega,,Success
TX04955,2025-01-03 04:53:51,0735959977,Paybill,935.59,3236.19,Eldoret,,Success
TX05519,2025-01-03 05:06:26,0712157707,Send Money,1447.47,2283.03,Nakuru,0787995948,Success
TX08622,2025-01-03 05:17:17,0711629330,Deposit,298.4,3644.64,Kisumu,,Success
TX03463,2025-01-03 05:17:39,0766114965,Deposit,189.74,998.96,Kakamega,,Success
TX00190,2025-01-03 05:30:19,0750989182,Paybill,484.06,1786.9,Kericho,,Success
TX09807,2025-01-03 06:04:21,0798597559,Receive Money,3425.0,4838.27,Thika,0771786139,Success
TX06472,2025-01-03 06:16:08,0731671735,Buy Goods,813.86,3484.57,Kericho,,Success
TX07811,2025-01-03 07:05:06,0793902484,Paybill,85.87,2781.49,Eldoret,,Success
TX03925,2025-01-03 07:13:46,0739473265,Receive Money,793.61,1806.37,Machakos,0762354331,Success
TX05233,2025-01-03 07:43:23,0737750313,Reversal,1684.67,6759.58,Eldoret,,Reversed
TX04864,2025-01-03 08:14:10,0724196954,Deposit,380.89,516.32,Kericho,,Success
TX09161,2025-01-03 08:53:32,0750178406,Send Money,81.04,0.0,Kericho,0721853967,Success
TX01202,2025-01-03 09:09:39,0763572634,Reversal,808.16,4355.0,Meru,,Reversed
TX05015,2025-01-03 09:15:59,0739473265,Receive Money,613.33,4187.04,Meru,0737127879,Success
TX04135,2025-01-03 09:30:41,0758983210,Buy Goods,424.54,1830.17,Kisumu,,Success
TX06435,2025-01-03 09:36:09,0774144324,Buy Airtime,93.47,1661.92,Nakuru,,Success
TX05751,2025-01-03 09:37:10,0741596202,Buy Goods,611.6,0.0,Eldoret,,Success
TX08208,2025-01-03 10:47:32,0780694564,Buy Goods,62.66,1791.22,Kakamega,,Success
TX01046,2025-01-03 10:57:47,0727369391,Withdraw,3268.66,4158.69,Kisumu,,Success
TX04951,2025-01-03 11:01:22,0757357770,Deposit,126.16,835.03,Eldoret,,Failed
TX06313,2025-01-03 11:24:59,0725399107,Send Money,746.27,1124.22,Meru,0784924850,Success
TX06716,2025-01-03 11:30:53,0755936925,Buy Goods,2239.46,4102.47,Mombasa,,Success
TX06777,2025-01-03 12:25:20,0729778451,Reversal,930.18,3448.83,Thika,,Reversed
TX08421,2025-01-03 12:59:08,0717791782,Buy Goods,617.24,2600.94,Kakamega,,Success
TX01437,2025-01-03 15:43:39,0788445459,Paybill,1965.31,201.43,Meru,,Success
TX08744,2025-01-03 16:00:06,0716709107,Buy Goods,362.28,0.0,Nakuru,,Success
TX04884,2025-01-03 16:16:55,0715452132,Withdraw,1276.35,2319.8,Nakuru,,Success
TX01771,2025-01-03 16:51:56,0781613169,Receive Money,554.0,2296.36,Nairobi,0723597429,Success
TX06166,2025-01-03 17:36:14,0725399107,Buy Airtime,1050.09,4782.21,Kisumu,,Success
TX03423,2025-01-03 17:38:13,0782800550,Paybill,366.65,2516.63,Meru,,Success
TX01185,2025-01-03 17:56:10,0782654041,Buy Airtime,128.32,2980.8,Kisumu,,Success
TX09957,2025-01-03 18:11:26,0775825094,Withdraw,3631.15,3848.06,Eldoret,,Failed
TX08174,2025-01-03 20:37:21,0794983642,Paybill,1548.64,2403.29,Meru,,Success
TX00375,2025-01-03 20:46:35,0713545288,Receive Money,1005.87,4100.41,Machakos,0710525512,Success
TX01910,2025-01-03 21:15:14,0720990980,Buy Airtime,1522.67,6041.75,Mombasa,,Success
TX08984,2025-01-03 21:58:17,0758235963,Send Money,525.34,1056.21,Mombasa,0748487582,Success
TX08256,2025-01-03 22:13:14,0796162207,Reversal,1985.01,5154.56,Meru,,Reversed
TX09520,2025-01-03 23:06:05,0716975194,Buy Goods,582.62,4875.65,Mombasa,,Success
TX03792,2025-01-03 23:27:36,0754985093,Deposit,996.81,2482.47,Nairobi,,Success
TX01545,2025-01-03 23:31:29,0731671735,Send Money,532.16,1526.73,Eldoret,0724916300,Success
TX07630,2025-01-03 23:36:47,0745833164,Reversal,452.83,2480.46,Meru,,Reversed
TX03655,2025-01-04 00:54:52,0755833795,Receive Money,2328.37,6278.5,Nairobi,0730433223,Success
TX04022,2025-01-04 00:58:19,0739396516,Withdraw,1490.06,3495.77,Mombasa,,Success
TX09810,2025-01-04 01:12:13,0775154339,Send Money,107.86,1527.0,Nakuru,0777141521,Success
TX03920,2025-01-04 01:18:55,0759433411,Deposit,101.25,3352.81,Mombasa,,Success
TX01917,2025-01-04 01:32:42,0791586987,Receive Money,2286.87,4750.6,Thika,0744923456,Success
TX03843,2025-01-04 03:35:24,0787699975,Paybill,1713.24,2495.89,Meru,,Success
TX02652,2025-01-04 03:41:39,0747674713,Send Money,310.66,1156.97,Mombasa,0752686430,Success
TX04701,2025-01-04 03:52:35,0744742493,Send Money,106.46,1962.8,Kericho,0772343879,Success
TX08532,2025-01-04 03:58:29,0744742493,Reversal,494.73,1078.68,Kakamega,,Reversed
TX02614,2025-01-04 04:35:39,0799942838,Deposit,71.62,3103.28,Kisumu,,Success
TX07403,2025-01-04 05:11:14,0733141847,Deposit,1367.55,2937.33,Mombasa,,Failed
TX03175,2025-01-04 05:32:01,0719720384,Paybill,657.4,2997.14,Mombasa,,Success
TX04881,2025-01-04 05:46:41,0740111949,Deposit,402.55,1977.57,Kisumu,,Success
TX03926,2025-01-04 05:56:58,0767880177,Send Money,1413.74,2854.77,Kericho,0764133054,Success
TX06982,2025-01-04 06:43:03,0727817441,Withdraw,596.74,3782.57,Eldoret,,Success
TX03932,2025-01-04 07:53:25,0749697095,Withdraw,299.31,5070.54,Machakos,,Success
TX01130,2025-01-04 08:21:33,0779769570,Send Money,1606.26,2319.52,Nakuru,0723243366,Success
TX06513,2025-01-04 10:48:36,0751304952,Buy Airtime,1130.83,3967.72,Machakos,,Success
TX06173,2025-01-04 11:29:42,0767749480,Paybill,560.4,1727.27,Kericho,,Success
TX02429,2025-01-04 12:57:37,0777662883,Buy Goods,1143.1,2877.29,Nairobi,,Success
TX08838,2025-01-04 13:37:14,0796902164,Send Money,609.52,4493.85,Machakos,0771219008,Failed
TX08771,2025-01-04 13:41:48,0745712073,Reversal,294.01,0.0,Kakamega,,Reversed
TX07360,2025-01-04 14:46:32,0783575672,Reversal,1786.91,3020.74,Kisumu,,Failed
TX07173,2025-01-04 14:49:24,0775223956,Reversal,999.83,357.61,Eldoret,,Reversed
TX09386,2025-01-04 15:14:03,0715566077,Deposit,324.83,4201.18,Nairobi,,Success
TX08360,2025-01-04 15:14:27,0757352238,Send Money,261.46,5345.71,Kisumu,0727340053,Success
TX02198,2025-01-04 15:20:30,0715555566,Paybill,844.19,5842.16,Nairobi,,Success
TX03220,2025-01-04 16:15:16,0717827043,Buy Airtime,45.08,3052.28,Machakos,,Success
TX02584,2025-01-04 16:33:52,0742697590,Withdraw,618.83,873.83,Nairobi,,Success
TX08802,2025-01-04 16:54:41,0733168111,Buy Airtime,5546.23,6857.52,Eldoret,,Success
TX06217,2025-01-04 17:07:39,0757913044,Reversal,4066.71,5970.47,Nairobi,,Reversed
TX00966,2025-01-04 18:19:57,0779130309,Withdraw,2183.18,3779.89,Kakamega,,Failed
TX08157,2025-01-04 18:23:20,0731172502,Send Money,1550.37,4256.55,Nakuru,0718602674,Success
TX00239,2025-01-04 18:46:05,0774556533,Receive Money,178.41,182.93,Kisumu,0733863210,Success
TX05321,2025-01-04 19:00:58,0720917555,Buy Goods,459.81,0.0,Mombasa,,Success
TX00889,2025-01-04 19:01:31,0754652684,Withdraw,550.84,1625.09,Nairobi,,Success
TX06248,2025-01-04 20:00:11,0715579461,Withdraw,197.84,2594.73,Meru,,Failed
TX07910,2025-01-04 20:26:21,0787425839,Send Money,97.81,0.0,Meru,0710357912,Success
TX05410,2025-01-04 20:52:16,0787699975,Send Money,80.95,0.0,Mombasa,0741461078,Success
TX05934,2025-01-04 21:27:02,0759433411,Send Money,878.06,2542.66,Mombasa,0760661044,Success
TX05562,2025-01-04 21:34:12,0783861747,Buy Airtime,1081.09,1867.84,Meru,,Success
TX05812,2025-01-04 22:17:31,0796851429,Deposit,741.78,2017.29,Nakuru,,Success
TX02642,2025-01-04 22:45:53,0796186334,Deposit,206.8,2278.36,Nakuru,,Success
TX00982,2025-01-04 22:58:39,0725174098,Deposit,844.83,1490.18,Machakos,,Success
TX01347,2025-01-05 00:40:50,0732633071,Receive Money,2245.94,4611.53,Eldoret,0745712073,Success
TX02214,2025-01-05 01:11:54,0720297066,Receive Money,1166.86,2955.75,Eldoret,0755907947,Success
TX00292,2025-01-05 02:01:36,0787441308,Buy Goods,1230.1,5815.86,Eldoret,,Success
TX08309,2025-01-05 03:30:41,0713545288,Withdraw,2755.71,6518.94,Nakuru,,Success
TX01871,2025-01-05 03:31:58,0750216698,Reversal,895.63,2875.48,Machakos,,Reversed
TX08827,2025-01-05 04:08:36,0760661044,Deposit,392.24,1830.81,Thika,,Success
TX08543,2025-01-05 05:08:08,0733372981,Buy Goods,1357.75,3507.43,Nairobi,,Success
TX03567,2025-01-05 05:27:27,0770338294,Paybill,133.38,2057.56,Kisumu,,Success
TX05253,2025-01-05 05:35:46,0759195399,Buy Goods,1756.22,3595.45,Meru,,Failed
TX05429,2025-01-05 06:07:17,0758940930,Reversal,830.88,3603.17,Kisumu,,Reversed
TX06224,2025-01-05 06:07:23,0757279269,Buy Airtime,281.91,916.78,Mombasa,,Success
TX01671,2025-01-05 06:14:45,0767365582,Paybill,1602.12,3092.23,Machakos,,Success
TX08161,2025-01-05 07:08:14,0794410520,Paybill,35.99,775.0,Kakamega,,Success
TX07336,2025-01-05 08:36:22,0722537217,Buy Goods,2553.71,7265.29,Kisumu,,Success
TX09497,2025-01-05 08:45:56,0728451659,Receive Money,80.89,1012.49,Nairobi,0716759346,Success
TX04362,2025-01-05 09:15:15,0723257359,Send Money,70.68,1285.18,Kakamega,0743796053,Success
TX03626,2025-01-05 09:57:15,0753505042,Reversal,70.62,2214.04,Nakuru,,Reversed
TX08752,2025-01-05 10:00:50,0719357036,Reversal,661.63,4272.88,Kakamega,,Reversed
TX07982,2025-01-05 11:39:32,0760552948,Send Money,2530.8,6769.42,Nairobi,0757787576,Success
TX03070,2025-01-05 12:00:33,0760642451,Withdraw,662.81,3553.2,Kericho,,Success
TX00635,2025-01-05 14:17:03,0711742776,Send Money,752.16,4976.31,Eldoret,0747686076,Success
TX06957,2025-01-05 14:41:48,0774961105,Reversal,128.01,768.1,Kakamega,,Reversed
TX05094,2025-01-05 15:25:47,0754557933,Deposit,394.48,1106.0,Mombasa,,Success
TX09304,2025-01-05 15:47:11,0760991975,Buy Airtime,293.44,2309.81,Nairobi,,Success
TX08709,2025-01-05 16:48:43,0745583904,Receive Money,1427.57,4527.22,Nakuru,0740226527,Success
TX00769,2025-01-05 17:49:50,0741527389,Send Money,2016.28,3163.21,Thika,0773778848,Success
TX04329,2025-01-05 18:28:12,0727790443,Withdraw,1697.63,3252.83,Eldoret,,Success
TX06906,2025-01-05 19:08:13,0777662883,Paybill,2455.22,3725.65,Nakuru,,Success
TX00600,2025-01-05 19:30:46,0721177690,Receive Money,55.33,508.3,Eldoret,0720151342,Success
TX09087,2025-01-05 20:05:55,0790129279,Send Money,2857.79,6663.12,Kisumu,0723748980,Success
TX09446,2025-01-05 20:12:16,0751247157,Buy Airtime,773.11,3653.29,Kisumu,,Success
TX00003,2025-01-05 20:33:30,0775867559,Reversal,3199.47,4270.78,Nakuru,,Reversed
TX01790,2025-01-05 20:37:23,0779364847,Deposit,276.6,2754.71,Meru,,Success
TX06719,2025-01-05 21:46:36,0777723160,Buy Goods,18.6,5.26,Nairobi,,Success
TX06020,2025-01-05 22:37:48,0771342441,Buy Airtime,1042.66,843.68,Kisumu,,Success
TX01009,2025-01-05 23:40:12,0767471615,Buy Airtime,1052.77,2.52,Kisumu,,Success
TX05629,2025-01-05 23:56:13,0798961787,Buy Goods,616.23,3919.93,Kakamega,,Success
TX01908,2025-01-06 00:08:39,0743224959,Paybill,426.31,2451.44,Meru,,Success
TX01339,2025-01-06 00:32:20,0732663583,Send Money,83.06,556.39,Nairobi,0746531384,Success
TX02823,2025-01-06 00:45:53,0712647198,Reversal,1913.46,3616.63,Eldoret,,Reversed
TX05338,2025-01-06 01:27:44,0795533347,Buy Airtime,559.19,4102.89,Kakamega,,Success
TX08958,2025-01-06 01:33:45,0764750916,Send Money,1218.21,4007.47,Kakamega,0733228266,Success
TX08945,2025-01-06 02:05:33,0775825094,Send Money,5070.2,7680.76,Kisumu,0746230962,Success
TX02083,2025-01-06 02:21:06,0791586987,Buy Goods,2358.57,2819.74,Nakuru,,Success
TX04124,2025-01-06 02:23:21,0740880140,Withdraw,679.66,2291.12,Meru,,Success
TX02885,2025-01-06 02:29:32,0749782845,Receive Money,1069.82,2576.04,Nakuru,0721880234,Success
TX08002,2025-01-06 02:52:09,0736271997,Buy Airtime,1550.44,1009.17,Machakos,,Success
TX00025,2025-01-06 03:39:59,0762785503,Reversal,69.72,2219.25,Kakamega,,Reversed
TX03189,2025-01-06 04:11:05,0764781523,Receive Money,367.95,2043.77,Machakos,0739558719,Success
TX02547,2025-01-06 04:17:31,0771219008,Reversal,467.76,849.3,Mombasa,,Failed
TX04834,2025-01-06 05:00:38,0768749339,Reversal,2350.33,6761.56,Nakuru,,Reversed
TX04232,2025-01-06 05:26:17,0716975194,Paybill,1372.99,3145.4,Mombasa,,Success
TX00933,2025-01-06 05:40:21,0792106810,Buy Goods,2572.66,2267.31,Nakuru,,Success
TX00939,2025-01-06 06:18:16,0742668859,Buy Goods,123.51,2807.87,Mombasa,,Success
TX09940,2025-01-06 07:13:05,0732179511,Send Money,830.91,102.45,Machakos,0710357912,Success
TX07690,2025-01-06 07:27:48,0713247851,Send Money,82.7,2209.61,Machakos,0745740247,Success
TX05916,2025-01-06 07:55:42,0773189793,Send Money,1570.69,2199.44,Mombasa,0733201903,Success
TX00653,2025-01-06 08:37:40,0750396962,Withdraw,723.45,2564.56,Machakos,,Success
TX02558,2025-01-06 11:21:48,0796543228,Buy Airtime,196.9,1947.09,Mombasa,,Success
TX05387,2025-01-06 11:27:07,0768749339,Send Money,199.6,1930.63,Thika,0735451815,Success
TX02980,2025-01-06 12:13:48,0781498270,Deposit,2419.65,2220.61,Nakuru,,Success
TX08028,2025-01-06 13:09:06,0767365582,Send Money,1148.26,1165.62,Machakos,0747674713,Success
TX01094,2025-01-06 13:45:06,0794983642,Receive Money,1396.65,3816.84,Machakos,0777193397,Success
TX06415,2025-01-06 14:17:36,0773899465,Withdraw,1967.39,5361.42,Thika,,Success
TX01428,2025-01-06 14:32:28,0785394238,Buy Goods,833.74,2230.26,Thika,,Success
TX01600,2025-01-06 14:54:14,0778453384,Buy Airtime,3223.2,4467.56,Machakos,,Success
TX05868,2025-01-06 14:54:29,0730480323,Paybill,478.83,2091.3,Nairobi,,Success
TX02089,2025-01-06 14:55:53,0798961787,Receive Money,645.02,1021.76,Nairobi,0717349825,Success
TX09547,2025-01-06 15:06:56,0751901050,Send Money,386.8,4441.06,Kakamega,0727340053,Failed
TX00918,2025-01-06 15:15:55,0759195399,Withdraw,163.9,0.0,Meru,,Failed
TX09346,2025-01-06 15:41:48,0729443293,Reversal,1017.14,1700.21,Thika,,Reversed
TX04390,2025-01-06 16:02:45,0713492032,Paybill,262.3,6562.03,Thika,,Success
TX05342,2025-01-06 16:33:50,0747314050,Withdraw,430.85,922.88,Kericho,,Success
TX04977,2025-01-06 16:48:36,0746531384,Reversal,222.05,3214.93,Machakos,,Reversed
TX08856,2025-01-06 17:19:15,0758652820,Send Money,290.49,5687.57,Kisumu,0774707497,Success
TX05279,2025-01-06 17:23:50,0793902484,Reversal,2271.93,4507.03,Kakamega,,Reversed
TX08925,2025-01-06 17:24:08,0774961105,Reversal,904.9,1594.45,Kakamega,,Reversed
TX04069,2025-01-06 18:03:56,0729650082,Deposit,3399.16,7462.46,Machakos,,Success
TX00019,2025-01-06 18:51:54,0757357770,Reversal,327.0,1129.54,Nakuru,,Reversed
TX09622,2025-01-06 21:02:27,0797479146,Withdraw,1038.37,3691.93,Meru,,Success
TX02994,2025-01-06 21:08:33,0740880140,Deposit,1009.77,5825.05,Kisumu,,Success
TX05894,2025-01-06 22:26:05,0733902707,Buy Goods,468.8,3105.77,Mombasa,,Success
TX02109,2025-01-06 22:52:20,0736624407,Paybill,328.19,3659.27,Kericho,,Success
TX07016,2025-01-06 23:37:39,0775953302,Buy Goods,1034.45,501.57,Kisumu,,Success
TX04509,2025-01-06 23:49:16,0715452132,Paybill,1122.19,1787.28,Kisumu,,Success
TX05583,2025-01-07 00:26:19,0757352238,Withdraw,505.75,5097.36,Kakamega,,Success
TX00978,2025-01-07 00:36:36,0738181969,Paybill,175.97,1686.56,Eldoret,,Success
TX05218,2025-01-07 00:51:10,0786960334,Send Money,1360.24,1790.42,Machakos,0719938964,Success
